,_id,ltable_id,rtable_id,name_name_cos_dlm_dc0_dlm_dc0,name_name_cos_qgm_3_qgm_3,name_name_dice_dlm_dc0_dlm_dc0,name_name_dice_qgm_3_qgm_3,name_name_lev_sim,name_name_jar,name_name_jwn,name_name_exm,name_name_mel_dlm_dc0_dlm_dc0,name_name_mel_qgm_3_qgm_3,name_name_overlap_coeff_dlm_dc0_dlm_dc0,name_name_overlap_coeff_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,name_name_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_cos_qgm_3_qgm_3,addr_addr_dice_dlm_dc0_dlm_dc0,addr_addr_dice_qgm_3_qgm_3,addr_addr_lev_sim,addr_addr_jar,addr_addr_jwn,addr_addr_exm,addr_addr_mel_dlm_dc0_dlm_dc0,addr_addr_mel_qgm_3_qgm_3,addr_addr_overlap_coeff_dlm_dc0_dlm_dc0,addr_addr_overlap_coeff_qgm_3_qgm_3,addr_addr_jac_dlm_dc0_dlm_dc0,addr_addr_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_cos_qgm_3_qgm_3,city_city_dice_dlm_dc0_dlm_dc0,city_city_dice_qgm_3_qgm_3,city_city_lev_sim,city_city_jar,city_city_jwn,city_city_exm,city_city_mel_dlm_dc0_dlm_dc0,city_city_mel_qgm_3_qgm_3,city_city_overlap_coeff_dlm_dc0_dlm_dc0,city_city_overlap_coeff_qgm_3_qgm_3,city_city_jac_dlm_dc0_dlm_dc0,city_city_jac_qgm_3_qgm_3,phone_phone_cos_dlm_dc0_dlm_dc0,phone_phone_cos_qgm_3_qgm_3,phone_phone_dice_dlm_dc0_dlm_dc0,phone_phone_dice_qgm_3_qgm_3,phone_phone_lev_sim,phone_phone_jar,phone_phone_jwn,phone_phone_exm,phone_phone_mel_dlm_dc0_dlm_dc0,phone_phone_mel_qgm_3_qgm_3,phone_phone_overlap_coeff_dlm_dc0_dlm_dc0,phone_phone_overlap_coeff_qgm_3_qgm_3,phone_phone_jac_dlm_dc0_dlm_dc0,phone_phone_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_cos_qgm_3_qgm_3,type_type_dice_dlm_dc0_dlm_dc0,type_type_dice_qgm_3_qgm_3,type_type_lev_sim,type_type_jar,type_type_jwn,type_type_exm,type_type_mel_dlm_dc0_dlm_dc0,type_type_mel_qgm_3_qgm_3,type_type_overlap_coeff_dlm_dc0_dlm_dc0,type_type_overlap_coeff_qgm_3_qgm_3,type_type_jac_dlm_dc0_dlm_dc0,type_type_jac_qgm_3_qgm_3,class_class_exm,class_class_anm,class_class_lev_sim,gold
10,10,535,535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
11,11,536,536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
12,12,970,536,0.0,0.2291746242570528,0.0,0.2222222222222222,0.3076923076923077,0.5376068353652954,0.5838461518287659,0,0.6488095372915268,0.7134920805692673,0.0,0.29411764705882354,0.0,0.125,0.0,0.2182178902359924,0.0,0.21052631578947367,0.36363636363636365,0.6959595680236816,0.7263635993003845,0,0.6475925842920939,0.8269841372966766,0.0,0.2857142857142857,0.0,0.11764705882352941,0.0,0.16724840200141816,0.0,0.16666666666666666,0.2727272727272727,0.6818181872367859,0.7136363983154297,0,0.5111111104488373,0.6820513010025024,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.25,0.6527777910232544,0.6527777910232544,0,0.6527777910232544,0.6650793850421906,0.0,0.0,0.0,0.0,0.0,0.17541160386140586,0.0,0.17391304347826086,0.36363636363636365,0.5598484873771667,0.5598484873771667,0,0.5598484873771667,0.7333333492279053,0.0,0.2,0.0,0.09523809523809523,0,0.004587155963302725,0.0,0
13,13,974,536,0.0,0.25286086871208685,0.0,0.25,0.2857142857142857,0.5523809790611267,0.5971428751945496,0,0.671957661708196,0.685990351697673,0.0,0.29411764705882354,0.0,0.14285714285714285,0.0,0.17407765595569785,0.0,0.17391304347826086,0.31818181818181823,0.6318181753158569,0.6686363816261292,0,0.6012698411941528,0.7303030463782224,0.0,0.18181818181818182,0.0,0.09523809523809523,0.0,0.16724840200141816,0.0,0.16666666666666666,0.2727272727272727,0.6818181872367859,0.7136363983154297,0,0.5111111104488373,0.6820513010025024,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.14285714285714285,0.0,0.14285714285714285,0.33333333333333337,0.7592592835426331,0.7592592835426331,0,0.7592592835426331,0.6952381134033203,0.0,0.14285714285714285,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.09090909090909094,0.411255419254303,0.411255419254303,0,0.411255419254303,0.562962982389662,0.0,0.0,0.0,0.0,0,0.004545454545454519,0.0,0
14,14,1007,536,0.0,0.280056016805602,0.0,0.2727272727272727,0.31999999999999995,0.6032323241233826,0.6429091095924377,0,0.6071428507566452,0.7053498118012039,0.0,0.35294117647058826,0.0,0.15789473684210525,0.0,0.2475368857441686,0.0,0.24390243902439024,0.4545454545454546,0.7422688603401184,0.7680419683456421,0,0.7114814718564352,0.8091503381729126,0.0,0.29411764705882354,0.0,0.1388888888888889,0.0,0.14625448482542613,0.0,0.14285714285714285,0.33333333333333337,0.5777778029441833,0.6200000047683716,0,0.5611111223697662,0.6196078623042387,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.07142857142857142,0.0,0.07142857142857142,0.41666666666666663,0.6527777910232544,0.6527777910232544,0,0.6527777910232544,0.7396825551986694,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.17541160386140586,0.0,0.17391304347826086,0.36363636363636365,0.5598484873771667,0.5598484873771667,0,0.5598484873771667,0.7333333492279053,0.0,0.2,0.0,0.09523809523809523,0,0.0042283298097252064,0.0,0
15,15,1023,536,0.0,0.21110016546037455,0.0,0.2,0.19354838709677424,0.5297490954399109,0.5767741799354553,0,0.6055555567145348,0.6740740935007731,0.0,0.29411764705882354,0.0,0.1111111111111111,0.0,0.1342312110428049,0.0,0.13114754098360656,0.2702702702702703,0.5949017405509949,0.6354115605354309,0,0.6102380922862461,0.716239333152771,0.0,0.16666666666666666,0.0,0.07017543859649122,0.0,0.14625448482542613,0.0,0.14285714285714285,0.33333333333333337,0.5777778029441833,0.6200000047683716,0,0.5611111223697662,0.6196078623042387,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.644444465637207,0.0,0.0,0.0,0.0,0.0,0.3144854510165755,0.0,0.3,0.36363636363636365,0.6242424249649048,0.6242424249649048,0,0.6242424249649048,0.8571428656578064,0.0,0.42857142857142855,0.0,0.17647058823529413,0,0.004089979550102263,0.0,0
16,16,1036,536,0.0,0.2585438449975096,0.0,0.2564102564102564,0.18518518518518523,0.4395061731338501,0.4955555498600006,0,0.596726194024086,0.6812260726402546,0.0,0.29411764705882354,0.0,0.14705882352941177,0.0,0.20412414523193154,0.0,0.2,0.31818181818181823,0.6469456553459167,0.6822510957717896,0,0.6300000051657358,0.7944444566965103,0.0,0.25,0.0,0.1111111111111111,0.0,0.14625448482542613,0.0,0.14285714285714285,0.33333333333333337,0.5777778029441833,0.6200000047683716,0,0.5611111223697662,0.6196078623042387,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.6111111044883728,0.6111111044883728,0,0.6111111044883728,0.644444465637207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.47979798913002014,0.47979798913002014,0,0.47979798913002014,0.644444465637207,0.0,0.0,0.0,0.0,0,0.003984063745019917,0.33333333333333337,0
17,17,537,537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
18,18,560,537,0.4999999999999999,0.5188745216627709,0.5,0.5185185185185185,0.6666666666666667,0.7979797720909119,0.8787878751754761,0,0.7888889014720917,0.8393162488937378,0.5,0.5384615384615384,0.3333333333333333,0.35,0.0,0.14350946197048195,0.0,0.14285714285714285,0.38095238095238093,0.6214752793312073,0.6593277454376221,0,0.43958333134651184,0.7064327660359835,0.0,0.15789473684210525,0.0,0.07692307692307693,0.0,0.14433756729740646,0.0,0.14285714285714285,0.3571428571428571,0.7071428298950195,0.7364285588264465,0,0.6791666746139526,0.7092592765887579,0.0,0.16666666666666666,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.33333333333333337,0.5444444417953491,0.5444444417953491,0,0.5444444417953491,0.6555555760860443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.4722222089767456,0.4722222089767456,0,0.2361111044883728,0.6015873210770744,0.0,0.0,0.0,0.0,0,0.11538461538461542,0.0,0
19,19,561,537,0.40824829046386296,0.4082482904638631,0.4,0.4,0.42105263157894735,0.6959064602851868,0.8175438642501831,0,0.5135802427927653,0.7396825551986694,0.5,0.5,0.25,0.25,0.0,0.20228869496966947,0.0,0.2,0.33333333333333337,0.5964285731315613,0.677142858505249,0,0.4744047597050667,0.7071895599365234,0.0,0.23529411764705882,0.0,0.1111111111111111,0.0,0.14433756729740646,0.0,0.14285714285714285,0.3571428571428571,0.7071428298950195,0.7364285588264465,0,0.6791666746139526,0.7092592765887579,0.0,0.16666666666666666,0.0,0.07692307692307693,0.0,0.07142857142857142,0.0,0.07142857142857142,0.41666666666666663,0.6746031641960144,0.6746031641960144,0,0.6746031641960144,0.7190476357936859,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.18181818181818177,0.47979798913002014,0.47979798913002014,0,0.47979798913002014,0.6017094208643987,0.0,0.0,0.0,0.0,0,0.11111111111111116,0.0,0
20,20,585,537,0.0,0.23904572186687872,0.0,0.23529411764705882,0.2777777777777778,0.5555555820465088,0.6000000238418579,0,0.6948148409525553,0.7488889038562775,0.0,0.2857142857142857,0.0,0.13333333333333333,0.0,0.19134594929397594,0.0,0.19047619047619047,0.38095238095238093,0.6757702827453613,0.7406162023544312,0,0.6077380925416946,0.7216374434922871,0.0,0.21052631578947367,0.0,0.10526315789473684,0.0,0.14433756729740646,0.0,0.14285714285714285,0.3571428571428571,0.7071428298950195,0.7364285588264465,0,0.6791666746139526,0.7092592765887579,0.0,0.16666666666666666,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0,0.5,0.5984127180916923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6222222447395325,0.0,0.0,0.0,0.0,0,0.05882352941176472,0.0,0
21,21,590,537,0.0,0.2857142857142857,0.0,0.2857142857142857,0.25,0.5444444417953491,0.5899999737739563,0,0.7433333396911621,0.761904776096344,0.0,0.2857142857142857,0.0,0.16666666666666666,0.0,0.10889310129609417,0.0,0.10714285714285714,0.25806451612903225,0.5656099915504456,0.6524879932403564,0,0.5950113407203129,0.6673400871681444,0.0,0.13043478260869565,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.1428571428571429,0.4186508059501648,0.4186508059501648,0,0.550000011920929,0.6466666877269744,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.33333333333333337,0.5555555820465088,0.5555555820465088,0,0.5555555820465088,0.6492063658578056,0.0,0.07142857142857142,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.25,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6222222447395325,0.0,0.0,0.0,0.0,0,0.0535714285714286,0.0,0
22,22,599,537,0.0,0.23328473740792174,0.0,0.22857142857142856,0.21052631578947367,0.6125730872154236,0.6513158082962036,0,0.6666666865348816,0.7343915502230326,0.0,0.2857142857142857,0.0,0.12903225806451613,0.0,0.14744195615489716,0.0,0.14634146341463414,0.2857142857142857,0.6337301731109619,0.6703571677207947,0,0.5827381014823914,0.7037037213643392,0.0,0.16666666666666666,0.0,0.07894736842105263,0.0,0.14433756729740646,0.0,0.14285714285714285,0.3571428571428571,0.7071428298950195,0.7364285588264465,0,0.6791666746139526,0.7092592765887579,0.0,0.16666666666666666,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.5555555735315595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6222222447395325,0.0,0.0,0.0,0.0,0,0.0461538461538461,0.0,0
23,23,602,537,0.0,0.3450327796711771,0.0,0.3448275862068966,0.3076923076923077,0.5982906222343445,0.6786324977874756,0,0.8038095235824585,0.8103703816731771,0.0,0.35714285714285715,0.0,0.20833333333333334,0.0,0.2919201796799047,0.0,0.2916666666666667,0.375,0.6071428656578064,0.6464285850524902,0,0.6363492131233215,0.702564115707691,0.0,0.30434782608695654,0.0,0.17073170731707318,0.0,0.20801257358446093,0.0,0.20689655172413793,0.2857142857142857,0.6829004287719727,0.7146103978157043,0,0.6666666567325592,0.728205144405365,0.0,0.23076923076923078,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.16666666666666663,0.5555555820465088,0.5555555820465088,0,0.5555555820465088,0.6158730387687683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333337,0.3333333432674408,0.3333333432674408,0,0.3333333432674408,0.5269841466631208,0.0,0.0,0.0,0.0,0,0.044117647058823484,0.0,0
24,24,623,537,0.40824829046386296,0.3307189138830738,0.4,0.30434782608695654,0.3666666666666667,0.7222222089767456,0.8333333134651184,0,0.7240740656852722,0.7027777936309576,0.5,0.5,0.25,0.1794871794871795,0.0,0.17782168978975482,0.0,0.17777777777777778,0.33333333333333337,0.6609668135643005,0.694870114326477,0,0.6524338722229004,0.6989899169314991,0.0,0.18181818181818182,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.2142857142857143,0.5476190447807312,0.5476190447807312,0,0.511904776096344,0.6790123648113675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.5698412912232536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333337,0.4722222089767456,0.4722222089767456,0,0.3108465572198232,0.3726495871177086,0.0,0.0,0.0,0.0,0,0.0337078651685393,0.0,0
