,_id,ltable_id,rtable_id,name_name_cos_dlm_dc0_dlm_dc0,name_name_cos_qgm_3_qgm_3,name_name_dice_dlm_dc0_dlm_dc0,name_name_dice_qgm_3_qgm_3,name_name_lev_sim,name_name_jar,name_name_jwn,name_name_exm,name_name_mel_dlm_dc0_dlm_dc0,name_name_mel_qgm_3_qgm_3,name_name_overlap_coeff_dlm_dc0_dlm_dc0,name_name_overlap_coeff_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,name_name_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_cos_qgm_3_qgm_3,addr_addr_dice_dlm_dc0_dlm_dc0,addr_addr_dice_qgm_3_qgm_3,addr_addr_lev_sim,addr_addr_jar,addr_addr_jwn,addr_addr_exm,addr_addr_mel_dlm_dc0_dlm_dc0,addr_addr_mel_qgm_3_qgm_3,addr_addr_overlap_coeff_dlm_dc0_dlm_dc0,addr_addr_overlap_coeff_qgm_3_qgm_3,addr_addr_jac_dlm_dc0_dlm_dc0,addr_addr_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_cos_qgm_3_qgm_3,city_city_dice_dlm_dc0_dlm_dc0,city_city_dice_qgm_3_qgm_3,city_city_lev_sim,city_city_jar,city_city_jwn,city_city_exm,city_city_mel_dlm_dc0_dlm_dc0,city_city_mel_qgm_3_qgm_3,city_city_overlap_coeff_dlm_dc0_dlm_dc0,city_city_overlap_coeff_qgm_3_qgm_3,city_city_jac_dlm_dc0_dlm_dc0,city_city_jac_qgm_3_qgm_3,phone_phone_cos_qgm_2_qgm_2,phone_phone_cos_qgm_3_qgm_3,phone_phone_dice_qgm_2_qgm_2,phone_phone_dice_qgm_3_qgm_3,phone_phone_lev_sim,phone_phone_jar,phone_phone_jwn,phone_phone_exm,phone_phone_mel_qgm_2_qgm_2,phone_phone_mel_qgm_3_qgm_3,phone_phone_overlap_coeff_qgm_2_qgm_2,phone_phone_overlap_coeff_qgm_3_qgm_3,phone_phone_jac_qgm_2_qgm_2,phone_phone_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_cos_qgm_3_qgm_3,type_type_dice_dlm_dc0_dlm_dc0,type_type_dice_qgm_3_qgm_3,type_type_lev_sim,type_type_jar,type_type_jwn,type_type_exm,type_type_mel_dlm_dc0_dlm_dc0,type_type_mel_qgm_3_qgm_3,type_type_overlap_coeff_dlm_dc0_dlm_dc0,type_type_overlap_coeff_qgm_3_qgm_3,type_type_jac_dlm_dc0_dlm_dc0,type_type_jac_qgm_3_qgm_3,class_class_exm,class_class_anm,class_class_lev_sim,gold
10,10,158,1,0.33333333333333337,0.3440312310280934,0.3333333333333333,0.34146341463414637,0.38095238095238093,0.6337301731109619,0.6703571677207947,0,0.5285714467366537,0.6318840695464093,0.3333333333333333,0.3888888888888889,0.2,0.20588235294117646,0.0,0.17782168978975482,0.0,0.17777777777777778,0.33333333333333337,0.6003607511520386,0.6802886128425598,0,0.6485185225804647,0.6585858762264252,0.0,0.18181818181818182,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0,0.6974359429799594,0.641269862651825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.6755555748939515,0.0,0.0,0.0,0.0,0,0.7727930535455861,0.0,0
11,11,176,1,0.0,0.24573659359149527,0.0,0.24390243902439024,0.33333333333333337,0.7079517841339111,0.7371566295623779,0,0.7762962977091471,0.7816425250924152,0.0,0.2777777777777778,0.0,0.1388888888888889,0.0,0.0834057656228299,0.0,0.08333333333333333,0.21739130434782605,0.5369910001754761,0.5832918882369995,0,0.6008333414793015,0.5911111259460449,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.08006407690254358,0.07142857142857142,0.08,0.07142857142857142,0.25,0.6269841194152832,0.6269841194152832,0,0.7205128623889043,0.6698412895202637,0.08333333333333333,0.07142857142857142,0.041666666666666664,0.037037037037037035,0.0,0.0,0.0,0.0,0.09090909090909094,0.31060606241226196,0.31060606241226196,0,0.31060606241226196,0.4786324959534865,0.0,0.0,0.0,0.0,0,0.7531734837799717,0.0,0
12,12,179,1,0.33333333333333337,0.3440312310280934,0.3333333333333333,0.34146341463414637,0.4285714285714286,0.6337301731109619,0.6703571677207947,0,0.7394179900487264,0.718840593877046,0.3333333333333333,0.3888888888888889,0.2,0.20588235294117646,0.0,0.09567297464698797,0.0,0.09523809523809523,0.2857142857142857,0.6214752793312073,0.6593277454376221,0,0.5618055462837219,0.6619883211035478,0.0,0.10526315789473684,0.0,0.05,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6746031641960144,0.6746031641960144,0,0.7000000476837158,0.6873016059398651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.2976190447807312,0.2976190447807312,0,0.2113095223903656,0.3888889029622078,0.0,0.0,0.0,0.0,0,0.7489481065918653,0.0,0
13,13,226,1,0.0,0.24573659359149527,0.0,0.24390243902439024,0.2857142857142857,0.6904761791229248,0.7214285731315613,0,0.6669642776250839,0.7246376949807872,0.0,0.2777777777777778,0.0,0.1388888888888889,0.2886751345948129,0.3640126041546321,0.2857142857142857,0.36363636363636365,0.4285714285714286,0.5675020813941956,0.6107518672943115,0,0.5400000015894572,0.6507936602547055,0.3333333333333333,0.38095238095238093,0.16666666666666666,0.2222222222222222,0.0,0.22613350843332272,0.0,0.2222222222222222,0.2857142857142857,0.6375661492347717,0.7100529074668884,0,0.6144444644451141,0.6486111283302307,0.0,0.2727272727272727,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.6269841194152832,0.6269841194152832,0,0.6410256807620709,0.6619047820568085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.4285714328289032,0.4285714328289032,0,0.4771825522184372,0.536111131310463,0.0,0.0,0.0,0.0,0,0.01310861423220977,0.0,0
14,14,228,1,0.40824829046386296,0.44095855184409843,0.4,0.4375,0.5,0.6388888955116272,0.675000011920929,0,0.800000011920929,0.7952381031853812,0.5,0.5,0.25,0.28,0.0,0.09567297464698797,0.0,0.09523809523809523,0.23809523809523814,0.5340803265571594,0.5806723237037659,0,0.5724074045817057,0.6093567421561793,0.0,0.10526315789473684,0.0,0.05,0.0,0.14625448482542613,0.0,0.14285714285714285,0.33333333333333337,0.5629629492759705,0.6066666841506958,0,0.5475000143051147,0.6784313917160034,0.0,0.18181818181818182,0.0,0.07692307692307693,0.3846153846153847,0.35714285714285715,0.38461538461538464,0.35714285714285715,0.5833333333333333,0.6746031641960144,0.8047618865966797,0,0.807692330617171,0.7904762029647827,0.38461538461538464,0.35714285714285715,0.23809523809523808,0.21739130434782608,0.0,0.3721042037676254,0.0,0.3333333333333333,0.33333333333333337,0.7777777910232544,0.7777777910232544,0,0.7451719641685486,0.6743589891837194,0.0,0.6,0.0,0.2,0,0.016853932584269704,0.0,0
15,15,234,1,0.0,0.22680460581325723,0.0,0.2222222222222222,0.28,0.7164285778999329,0.744785726070404,0,0.5840740650892258,0.7555555701255798,0.0,0.2777777777777778,0.0,0.125,0.25,0.36115755925730764,0.25,0.36,0.56,0.7589682340621948,0.7830713987350464,0,0.6197222322225571,0.7193415738918163,0.25,0.391304347826087,0.14285714285714285,0.21951219512195122,0.0,0.22613350843332272,0.0,0.2222222222222222,0.2857142857142857,0.6375661492347717,0.7100529074668884,0,0.6144444644451141,0.6486111283302307,0.0,0.2727272727272727,0.0,0.125,0.3202563076101743,0.2857142857142857,0.32,0.2857142857142857,0.41666666666666663,0.7361111044883728,0.8416666388511658,0,0.8153846447284405,0.7857142984867096,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.16666666666666666,0.0,0.0,0.0,0.0,0.09090909090909094,0.31060606241226196,0.31060606241226196,0,0.31060606241226196,0.4786324959534865,0.0,0.0,0.0,0.0,0,0.028089887640449396,0.0,0
16,16,236,1,0.0,0.1885618083164127,0.0,0.18604651162790697,0.26086956521739135,0.6643673181533813,0.6979305744171143,0,0.7266049385070801,0.6524444580078125,0.0,0.2222222222222222,0.0,0.10256410256410256,0.0,0.26086956521739135,0.0,0.2608695652173913,0.4285714285714286,0.7203907370567322,0.8042735457420349,0,0.6946428567171097,0.73816426422285,0.0,0.2608695652173913,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.31481480598449707,0.31481480598449707,0,0.48148149251937866,0.5151515332135287,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.41666666666666663,0.6269841194152832,0.6269841194152832,0,0.6641026001710159,0.7047619223594666,0.07692307692307693,0.0,0.04,0.0,0.0,0.09128709291752768,0.0,0.09090909090909091,0.4,0.7083333134651184,0.7083333134651184,0,0.7083333134651184,0.7648148288329443,0.0,0.1,0.0,0.047619047619047616,0,0.03183520599250933,0.0,0
17,17,280,1,0.0,0.26352313834736496,0.0,0.2631578947368421,0.2777777777777778,0.6268518567085266,0.6641666889190674,0,0.521249994635582,0.7044444561004639,0.0,0.2777777777777778,0.0,0.15151515151515152,0.0,0.19134594929397594,0.0,0.19047619047619047,0.4285714285714286,0.6327136754989624,0.706170916557312,0,0.6581481397151947,0.7274853963600961,0.0,0.21052631578947367,0.0,0.10526315789473684,0.0,0.14625448482542613,0.0,0.14285714285714285,0.2666666666666667,0.5629629492759705,0.6066666841506958,0,0.2233333388964335,0.5986928273649776,0.0,0.18181818181818182,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.33333333333333337,0.5555555820465088,0.5555555820465088,0,0.6923077335724463,0.6619047820568085,0.0,0.0,0.0,0.0,0.0,0.447213595499958,0.0,0.42857142857142855,0.5,0.8333333134651184,0.8333333134651184,0,0.6967592686414719,0.7481481598483192,0.0,0.6,0.0,0.2727272727272727,0,0.11423220973782766,0.0,0
18,18,282,1,0.0,0.19658927487319622,0.0,0.1951219512195122,0.33333333333333337,0.6461941003799438,0.6815747022628784,0,0.5578372925519943,0.7352657162624857,0.0,0.2222222222222222,0.0,0.10810810810810811,0.0,0.09100315103865803,0.0,0.09090909090909091,0.23809523809523814,0.47201335430145264,0.5248120427131653,0,0.5491666793823242,0.5439153569085258,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.14625448482542613,0.0,0.14285714285714285,0.2666666666666667,0.5629629492759705,0.6066666841506958,0,0.2233333388964335,0.5986928273649776,0.0,0.18181818181818182,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.41666666666666663,0.5444444417953491,0.5444444417953491,0,0.7153846529813913,0.7190476357936859,0.07692307692307693,0.0,0.04,0.0,0.0,0.447213595499958,0.0,0.42857142857142855,0.5,0.8333333134651184,0.8333333134651184,0,0.6967592686414719,0.7481481598483192,0.0,0.6,0.0,0.2727272727272727,0,0.1179775280898876,0.33333333333333337,0
19,19,291,1,0.33333333333333337,0.3689323936863109,0.3333333333333333,0.3684210526315789,0.4444444444444444,0.6268518567085266,0.6641666889190674,0,0.6981481413046519,0.7444444566965103,0.3333333333333333,0.3888888888888889,0.2,0.22580645161290322,0.0,0.2862512870383358,0.0,0.2857142857142857,0.43999999999999995,0.6004762053489685,0.6404286026954651,0,0.6326666593551635,0.7127572143519366,0.0,0.30434782608695654,0.0,0.16666666666666666,0.0,0.16724840200141816,0.0,0.16666666666666666,0.36363636363636365,0.6818181872367859,0.7136363983154297,0,0.6500000059604645,0.716239333152771,0.0,0.18181818181818182,0.0,0.09090909090909091,0.07692307692307693,0.0,0.07692307692307693,0.0,0.16666666666666663,0.6111111044883728,0.6111111044883728,0,0.7205128623889043,0.6539682745933533,0.07692307692307693,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,0.31060606241226196,0.31060606241226196,0,0.31060606241226196,0.4786324959534865,0.0,0.0,0.0,0.0,0,0.1348314606741573,0.0,0
20,20,292,1,0.40824829046386296,0.5000000000000001,0.4,0.5,0.6875,0.7310606241226196,0.7579545378684998,0,0.820000022649765,0.8395061824056838,0.5,0.5,0.25,0.3333333333333333,0.0,0.17025130615174974,0.0,0.1702127659574468,0.31818181818181823,0.6139971017837524,0.6525973677635193,0,0.5962500050663948,0.6722222367922465,0.0,0.17391304347826086,0.0,0.09302325581395349,0.0,0.16724840200141816,0.0,0.16666666666666666,0.36363636363636365,0.6818181872367859,0.7136363983154297,0,0.6500000059604645,0.716239333152771,0.0,0.18181818181818182,0.0,0.09090909090909091,0.15384615384615385,0.0,0.15384615384615385,0.0,0.16666666666666663,0.6527777910232544,0.6527777910232544,0,0.7410256770940927,0.682539701461792,0.15384615384615385,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,0.31060606241226196,0.31060606241226196,0,0.31060606241226196,0.4786324959534865,0.0,0.0,0.0,0.0,0,0.13670411985018727,0.33333333333333337,0
21,21,301,1,0.2886751345948129,0.34426518632954817,0.2857142857142857,0.3333333333333333,0.3571428571428571,0.5607143044471741,0.6046428680419922,0,0.6807539761066437,0.7303703844547271,0.3333333333333333,0.4444444444444444,0.16666666666666666,0.2,0.0,0.11616046389935497,0.0,0.11538461538461539,0.33333333333333337,0.6437389850616455,0.6793650984764099,0,0.5255555609862009,0.6298850733658363,0.0,0.13043478260869565,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.11111111111111116,0.5026454925537109,0.5026454925537109,0,0.4841269850730896,0.686419771777259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.6269841194152832,0.6269841194152832,0,0.6948718382762029,0.6222222447395325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.4545454680919647,0.4545454680919647,0,0.4545454680919647,0.6512820720672607,0.0,0.0,0.0,0.0,0,0.15355805243445697,0.0,0
22,22,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
23,23,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
