,ltable_id,rtable_id
501,104,60
502,108,60
503,115,60
504,126,60
505,163,60
506,167,60
507,175,60
508,185,60
509,231,60
510,234,60
511,239,60
512,291,60
513,322,60
514,61,61
515,62,62
516,63,63
517,64,64
518,65,65
519,60,66
520,66,66
521,69,66
522,104,66
523,108,66
524,115,66
525,126,66
526,163,66
527,167,66
528,175,66
529,185,66
530,187,66
531,283,66
532,291,66
533,322,66
534,51,67
535,67,67
536,91,67
537,120,67
538,218,67
539,228,67
540,254,67
541,266,67
542,290,67
543,303,67
544,68,68
545,60,69
546,66,69
547,69,69
548,104,69
549,108,69
550,115,69
551,126,69
552,163,69
553,167,69
554,175,69
555,185,69
556,291,69
557,322,69
558,70,70
559,71,71
560,10,72
561,12,72
562,13,72
563,23,72
564,33,72
565,43,72
566,48,72
567,72,72
568,78,72
569,115,72
570,144,72
571,149,72
572,150,72
573,188,72
574,193,72
575,203,72
576,209,72
577,215,72
578,222,72
579,245,72
580,246,72
581,270,72
582,275,72
583,284,72
584,287,72
585,308,72
586,316,72
587,327,72
588,331,72
589,7,73
590,73,73
591,79,73
592,146,73
593,153,73
594,237,73
595,288,73
596,74,74
597,75,74
598,74,75
599,75,75
600,76,76
601,77,77
602,10,78
603,12,78
604,13,78
605,23,78
606,33,78
607,43,78
608,48,78
609,72,78
610,78,78
611,115,78
612,144,78
613,149,78
614,150,78
615,188,78
616,193,78
617,203,78
618,209,78
619,215,78
620,222,78
621,245,78
622,246,78
623,270,78
624,275,78
625,284,78
626,287,78
627,308,78
628,316,78
629,327,78
630,331,78
631,73,79
632,79,79
633,153,79
634,80,80
635,109,80
636,81,81
637,82,82
638,238,82
639,83,83
640,297,83
641,27,84
642,84,84
643,85,85
644,217,85
645,86,86
646,87,87
647,88,88
648,31,89
649,35,89
650,36,89
651,37,89
652,58,89
653,89,89
654,90,89
655,168,89
656,200,89
657,201,89
658,202,89
659,258,89
660,259,89
661,304,89
662,323,89
663,31,90
664,35,90
665,36,90
666,37,90
667,58,90
668,89,90
669,90,90
670,168,90
671,200,90
672,201,90
673,202,90
674,258,90
675,259,90
676,304,90
677,323,90
678,51,91
679,67,91
680,91,91
681,120,91
682,218,91
683,228,91
684,254,91
685,266,91
686,290,91
687,303,91
688,92,92
689,9,93
690,22,93
691,93,93
692,106,93
693,162,93
694,94,94
695,95,95
696,96,96
697,97,97
698,98,98
699,99,99
700,41,100
701,100,100
702,183,100
703,212,100
704,254,100
705,101,101
706,102,101
707,176,101
708,234,101
709,101,102
710,102,102
711,176,102
712,234,102
713,103,103
714,60,104
715,66,104
716,69,104
717,104,104
718,108,104
719,115,104
720,126,104
721,163,104
722,167,104
723,175,104
724,185,104
725,291,104
726,322,104
727,105,105
728,134,105
729,163,105
730,171,105
731,219,105
732,280,105
733,302,105
734,330,105
735,9,106
736,22,106
737,93,106
738,106,106
739,162,106
740,107,107
741,60,108
742,66,108
743,69,108
744,104,108
745,108,108
746,115,108
747,126,108
748,163,108
749,167,108
750,175,108
751,185,108
752,291,108
753,322,108
754,80,109
755,109,109
756,110,110
757,111,111
758,112,112
759,113,112
760,118,112
761,112,113
762,113,113
763,145,113
764,147,113
765,181,113
766,114,114
767,10,115
768,12,115
769,13,115
770,23,115
771,33,115
772,43,115
773,48,115
774,60,115
775,66,115
776,69,115
777,72,115
778,78,115
779,104,115
780,108,115
781,115,115
782,126,115
783,144,115
784,149,115
785,150,115
786,163,115
787,167,115
788,172,115
789,175,115
790,185,115
791,188,115
792,193,115
793,194,115
794,203,115
795,204,115
796,209,115
797,215,115
798,222,115
799,245,115
800,246,115
801,270,115
802,275,115
803,284,115
804,287,115
805,291,115
806,308,115
807,316,115
808,322,115
809,327,115
810,331,115
811,24,116
812,116,116
813,123,116
814,136,116
815,148,116
816,156,116
817,177,116
818,183,116
819,185,116
820,196,116
821,197,116
822,207,116
823,295,116
824,298,116
825,310,116
826,117,117
827,112,118
828,118,118
829,1,119
830,4,119
831,20,119
832,21,119
833,40,119
834,119,119
835,125,119
836,138,119
837,143,119
838,146,119
839,158,119
840,176,119
841,179,119
842,199,119
843,224,119
844,226,119
845,228,119
846,234,119
847,236,119
848,280,119
849,282,119
850,291,119
851,292,119
852,301,119
853,51,120
854,67,120
855,91,120
856,120,120
857,218,120
858,228,120
859,254,120
860,266,120
861,290,120
862,303,120
863,121,121
864,122,122
865,24,123
866,116,123
867,123,123
868,136,123
869,148,123
870,156,123
871,177,123
872,183,123
873,185,123
874,196,123
875,197,123
876,207,123
877,295,123
878,298,123
879,310,123
880,124,124
881,242,124
882,264,124
883,1,125
884,4,125
885,20,125
886,21,125
887,40,125
888,119,125
889,125,125
890,138,125
891,143,125
892,146,125
893,158,125
894,176,125
895,179,125
896,226,125
897,228,125
898,234,125
899,236,125
900,280,125
901,282,125
902,291,125
903,292,125
904,301,125
905,60,126
906,66,126
907,69,126
908,104,126
909,108,126
910,115,126
911,126,126
912,163,126
913,167,126
914,175,126
915,185,126
916,262,126
917,270,126
918,291,126
919,322,126
920,127,127
921,300,127
922,128,128
923,129,129
924,130,130
925,44,131
926,131,131
927,134,131
928,137,131
929,287,131
930,132,132
931,133,133
932,105,134
933,131,134
934,134,134
935,137,134
936,163,134
937,171,134
938,219,134
939,280,134
940,287,134
941,302,134
942,135,135
943,24,136
944,116,136
945,123,136
946,136,136
947,148,136
948,156,136
949,177,136
950,183,136
951,185,136
952,196,136
953,197,136
954,207,136
955,295,136
956,298,136
957,310,136
958,131,137
959,134,137
960,137,137
961,239,137
962,287,137
963,1,138
964,4,138
965,20,138
966,21,138
967,40,138
968,119,138
969,125,138
970,138,138
971,143,138
972,146,138
973,158,138
974,176,138
975,179,138
976,226,138
977,228,138
978,234,138
979,236,138
980,280,138
981,282,138
982,291,138
983,292,138
984,301,138
985,139,139
986,140,140
987,141,141
988,142,142
989,1,143
990,4,143
991,20,143
992,21,143
993,40,143
994,119,143
995,125,143
996,138,143
997,143,143
998,146,143
999,158,143
1000,166,143
1001,169,143
1002,175,143
1003,176,143
1004,179,143
1005,226,143
1006,228,143
1007,234,143
1008,236,143
1009,280,143
1010,282,143
1011,291,143
1012,292,143
1013,301,143
1014,10,144
1015,12,144
1016,13,144
1017,23,144
1018,33,144
1019,43,144
1020,48,144
1021,72,144
1022,78,144
1023,115,144
1024,144,144
1025,149,144
1026,150,144
1027,188,144
1028,193,144
1029,203,144
1030,209,144
1031,215,144
1032,222,144
1033,245,144
1034,246,144
1035,270,144
1036,275,144
1037,284,144
1038,287,144
1039,308,144
1040,316,144
1041,327,144
1042,331,144
1043,113,145
1044,145,145
1045,147,145
1046,161,145
1047,181,145
1048,1,146
1049,4,146
1050,7,146
1051,20,146
1052,21,146
1053,40,146
1054,73,146
1055,119,146
1056,125,146
1057,138,146
1058,143,146
1059,146,146
1060,158,146
1061,176,146
1062,179,146
1063,226,146
1064,228,146
1065,234,146
1066,236,146
1067,237,146
1068,280,146
1069,282,146
1070,288,146
1071,291,146
1072,292,146
1073,301,146
1074,113,147
1075,145,147
1076,147,147
1077,181,147
1078,24,148
1079,116,148
1080,123,148
1081,136,148
1082,148,148
1083,156,148
1084,177,148
1085,183,148
1086,185,148
1087,196,148
1088,197,148
1089,207,148
1090,295,148
1091,298,148
1092,310,148
1093,10,149
1094,12,149
1095,13,149
1096,23,149
1097,33,149
1098,43,149
1099,48,149
1100,72,149
1101,78,149
1102,115,149
1103,144,149
1104,149,149
1105,150,149
1106,188,149
1107,193,149
1108,203,149
1109,209,149
1110,215,149
1111,222,149
1112,245,149
1113,246,149
1114,270,149
1115,275,149
1116,284,149
1117,287,149
1118,308,149
1119,316,149
1120,327,149
1121,331,149
1122,10,150
1123,12,150
1124,13,150
1125,23,150
1126,33,150
1127,43,150
1128,48,150
1129,72,150
1130,78,150
1131,115,150
1132,144,150
1133,149,150
1134,150,150
1135,188,150
1136,193,150
1137,203,150
1138,209,150
1139,215,150
1140,222,150
1141,245,150
1142,246,150
1143,270,150
1144,275,150
1145,284,150
1146,287,150
1147,308,150
1148,316,150
1149,327,150
1150,331,150
1151,151,151
1152,152,152
1153,153,152
1154,73,153
1155,79,153
1156,152,153
1157,153,153
1158,154,154
1159,155,155
1160,24,156
1161,116,156
1162,123,156
1163,136,156
1164,148,156
1165,156,156
1166,177,156
1167,183,156
1168,185,156
1169,196,156
1170,197,156
1171,207,156
1172,295,156
1173,298,156
1174,310,156
1175,157,157
1176,1,158
1177,4,158
1178,20,158
1179,21,158
1180,40,158
1181,119,158
1182,125,158
1183,138,158
1184,143,158
1185,146,158
1186,158,158
1187,176,158
1188,179,158
1189,226,158
1190,228,158
1191,234,158
1192,236,158
1193,280,158
1194,282,158
1195,291,158
1196,292,158
1197,301,158
1198,159,159
1199,160,160
1200,145,161
1201,161,161
1202,9,162
1203,22,162
1204,93,162
1205,106,162
1206,162,162
1207,60,163
1208,66,163
1209,69,163
1210,104,163
1211,105,163
1212,108,163
1213,115,163
1214,126,163
1215,134,163
1216,163,163
1217,167,163
1218,171,163
1219,175,163
1220,185,163
1221,219,163
1222,280,163
1223,291,163
1224,302,163
1225,322,163
1226,164,164
1227,165,165
1228,30,166
1229,31,166
1230,143,166
1231,166,166
1232,169,166
1233,175,166
1234,226,166
1235,9,167
1236,22,167
1237,60,167
1238,66,167
1239,69,167
1240,104,167
1241,108,167
1242,115,167
1243,126,167
1244,163,167
1245,167,167
1246,175,167
1247,185,167
1248,291,167
1249,322,167
1250,31,168
1251,35,168
1252,36,168
1253,37,168
1254,58,168
1255,89,168
1256,90,168
1257,168,168
1258,200,168
1259,201,168
1260,202,168
1261,258,168
1262,259,168
1263,304,168
1264,323,168
1265,143,169
1266,166,169
1267,169,169
1268,175,169
1269,226,169
1270,170,170
1271,105,171
1272,134,171
1273,163,171
1274,171,171
1275,176,171
1276,219,171
1277,280,171
1278,302,171
1279,331,171
1280,115,172
1281,172,172
1282,194,172
1283,204,172
1284,322,172
1285,173,173
1286,174,174
1287,50,175
1288,60,175
1289,66,175
1290,69,175
1291,104,175
1292,108,175
1293,115,175
1294,126,175
1295,143,175
1296,163,175
1297,166,175
1298,167,175
1299,169,175
1300,175,175
1301,185,175
1302,226,175
1303,236,175
1304,291,175
1305,322,175
1306,1,176
1307,4,176
1308,20,176
1309,21,176
1310,40,176
1311,101,176
1312,102,176
1313,119,176
1314,125,176
1315,138,176
1316,143,176
1317,146,176
1318,158,176
1319,171,176
1320,176,176
1321,179,176
1322,226,176
1323,228,176
1324,234,176
1325,236,176
1326,280,176
1327,282,176
1328,291,176
1329,292,176
1330,301,176
1331,331,176
1332,24,177
1333,116,177
1334,123,177
1335,136,177
1336,148,177
1337,156,177
1338,177,177
1339,183,177
1340,185,177
1341,196,177
1342,197,177
1343,207,177
1344,274,177
1345,295,177
1346,298,177
1347,310,177
1348,178,178
1349,1,179
1350,4,179
1351,20,179
1352,21,179
1353,40,179
1354,119,179
1355,125,179
1356,138,179
1357,143,179
1358,146,179
1359,158,179
1360,176,179
1361,179,179
1362,226,179
1363,228,179
1364,234,179
1365,236,179
1366,280,179
1367,282,179
1368,291,179
1369,292,179
1370,301,179
1371,180,180
1372,113,181
1373,145,181
1374,147,181
1375,181,181
1376,182,182
1377,24,183
1378,41,183
1379,100,183
1380,116,183
1381,123,183
1382,136,183
1383,148,183
1384,156,183
1385,177,183
1386,183,183
1387,185,183
1388,196,183
1389,197,183
1390,207,183
1391,254,183
1392,295,183
1393,298,183
1394,310,183
1395,184,184
1396,24,185
1397,60,185
1398,66,185
1399,69,185
1400,104,185
1401,108,185
1402,115,185
1403,116,185
1404,123,185
1405,126,185
1406,136,185
1407,148,185
1408,156,185
1409,163,185
1410,167,185
1411,175,185
1412,177,185
1413,183,185
1414,185,185
1415,196,185
1416,197,185
1417,207,185
1418,291,185
1419,295,185
1420,298,185
1421,310,185
1422,322,185
1423,186,186
1424,66,187
1425,187,187
1426,317,187
1427,10,188
1428,12,188
1429,13,188
1430,23,188
1431,33,188
1432,43,188
1433,48,188
1434,72,188
1435,78,188
1436,115,188
1437,144,188
1438,149,188
1439,150,188
1440,188,188
1441,193,188
1442,203,188
1443,209,188
1444,215,188
1445,222,188
1446,245,188
1447,246,188
1448,270,188
1449,275,188
1450,284,188
1451,287,188
1452,308,188
1453,316,188
1454,327,188
1455,331,188
1456,189,189
1457,190,190
1458,191,191
1459,192,192
1460,10,193
1461,12,193
1462,13,193
1463,23,193
1464,33,193
1465,43,193
1466,48,193
1467,72,193
1468,78,193
1469,115,193
1470,144,193
1471,149,193
1472,150,193
1473,188,193
1474,193,193
1475,203,193
1476,209,193
1477,215,193
1478,222,193
1479,245,193
1480,246,193
1481,270,193
1482,275,193
1483,284,193
1484,287,193
1485,308,193
1486,316,193
1487,327,193
1488,331,193
1489,115,194
1490,172,194
1491,194,194
1492,204,194
1493,322,194
1494,195,195
1495,24,196
1496,116,196
1497,123,196
1498,136,196
1499,148,196
1500,156,196
1501,177,196
1502,183,196
1503,185,196
1504,196,196
1505,197,196
1506,207,196
1507,295,196
1508,298,196
1509,310,196
1510,24,197
1511,116,197
1512,123,197
1513,136,197
1514,148,197
1515,156,197
1516,177,197
1517,183,197
1518,185,197
1519,196,197
1520,197,197
1521,207,197
1522,295,197
1523,298,197
1524,310,197
1525,198,198
1526,119,199
1527,199,199
1528,224,199
1529,282,199
1530,31,200
1531,35,200
1532,36,200
1533,37,200
1534,58,200
1535,89,200
1536,90,200
1537,168,200
1538,200,200
1539,201,200
1540,202,200
1541,258,200
1542,259,200
1543,304,200
1544,323,200
1545,31,201
1546,35,201
1547,36,201
1548,37,201
1549,58,201
1550,89,201
1551,90,201
1552,168,201
1553,200,201
1554,201,201
1555,202,201
1556,258,201
1557,259,201
1558,304,201
1559,323,201
1560,31,202
1561,35,202
1562,36,202
1563,37,202
1564,58,202
1565,89,202
1566,90,202
1567,168,202
1568,200,202
1569,201,202
1570,202,202
1571,258,202
1572,259,202
1573,304,202
1574,323,202
1575,10,203
1576,12,203
1577,13,203
1578,23,203
1579,33,203
1580,43,203
1581,48,203
1582,72,203
1583,78,203
1584,115,203
1585,144,203
1586,149,203
1587,150,203
1588,188,203
1589,193,203
1590,203,203
1591,209,203
1592,215,203
1593,222,203
1594,245,203
1595,246,203
1596,270,203
1597,275,203
1598,284,203
1599,287,203
1600,308,203
1601,316,203
1602,327,203
1603,331,203
1604,115,204
1605,172,204
1606,194,204
1607,204,204
1608,322,204
1609,205,205
1610,59,206
1611,206,206
1612,24,207
1613,116,207
1614,123,207
1615,136,207
1616,148,207
1617,156,207
1618,177,207
1619,183,207
1620,185,207
1621,196,207
1622,197,207
1623,207,207
1624,295,207
1625,298,207
1626,310,207
1627,208,208
1628,10,209
1629,12,209
1630,13,209
1631,23,209
1632,33,209
1633,41,209
1634,43,209
1635,48,209
1636,50,209
1637,72,209
1638,78,209
1639,115,209
1640,144,209
1641,149,209
1642,150,209
1643,188,209
1644,193,209
1645,203,209
1646,209,209
1647,215,209
1648,222,209
1649,245,209
1650,246,209
1651,270,209
1652,275,209
1653,284,209
1654,287,209
1655,308,209
1656,316,209
1657,327,209
1658,331,209
1659,210,210
1660,276,210
1661,285,210
1662,329,210
1663,211,211
1664,100,212
1665,212,212
1666,213,213
1667,214,214
1668,10,215
1669,12,215
1670,13,215
1671,23,215
1672,33,215
1673,43,215
1674,48,215
1675,72,215
1676,78,215
1677,115,215
1678,144,215
1679,149,215
1680,150,215
1681,188,215
1682,193,215
1683,203,215
1684,209,215
1685,215,215
1686,222,215
1687,245,215
1688,246,215
1689,270,215
1690,275,215
1691,284,215
1692,287,215
1693,308,215
1694,316,215
1695,327,215
1696,331,215
1697,216,216
1698,85,217
1699,217,217
1700,51,218
1701,67,218
1702,91,218
1703,120,218
1704,218,218
1705,228,218
1706,254,218
1707,266,218
1708,290,218
1709,303,218
1710,105,219
1711,134,219
1712,163,219
1713,171,219
1714,219,219
1715,280,219
1716,302,219
1717,8,220
1718,220,220
1719,248,220
1720,277,220
1721,221,221
1722,10,222
1723,12,222
1724,13,222
1725,23,222
1726,33,222
1727,43,222
1728,48,222
1729,72,222
1730,78,222
1731,115,222
1732,144,222
1733,149,222
1734,150,222
1735,188,222
1736,193,222
1737,203,222
1738,209,222
1739,215,222
1740,222,222
1741,245,222
1742,246,222
1743,270,222
1744,275,222
1745,284,222
1746,287,222
1747,308,222
1748,316,222
1749,327,222
1750,331,222
1751,223,223
1752,40,224
1753,119,224
1754,199,224
1755,224,224
1756,282,224
1757,225,225
1758,1,226
1759,4,226
1760,20,226
1761,21,226
1762,40,226
1763,119,226
1764,125,226
1765,138,226
1766,143,226
1767,146,226
1768,158,226
1769,166,226
1770,169,226
1771,175,226
1772,176,226
1773,179,226
1774,226,226
1775,228,226
1776,234,226
1777,236,226
1778,280,226
1779,282,226
1780,291,226
1781,292,226
1782,301,226
1783,227,227
1784,1,228
1785,4,228
1786,20,228
1787,21,228
1788,40,228
1789,51,228
1790,67,228
1791,91,228
1792,119,228
1793,120,228
1794,125,228
1795,138,228
1796,143,228
1797,146,228
1798,158,228
1799,176,228
1800,179,228
1801,218,228
1802,226,228
1803,228,228
1804,234,228
1805,236,228
1806,254,228
1807,266,228
1808,280,228
1809,282,228
1810,290,228
1811,291,228
1812,292,228
1813,301,228
1814,303,228
1815,229,229
1816,230,230
1817,44,231
1818,60,231
1819,231,231
1820,234,231
1821,239,231
1822,260,231
1823,288,231
1824,296,231
1825,232,232
1826,233,233
1827,1,234
1828,4,234
1829,20,234
1830,21,234
1831,40,234
1832,44,234
1833,60,234
1834,101,234
1835,102,234
1836,119,234
1837,125,234
1838,138,234
1839,143,234
1840,146,234
1841,158,234
1842,176,234
1843,179,234
1844,226,234
1845,228,234
1846,231,234
1847,234,234
1848,236,234
1849,239,234
1850,280,234
1851,282,234
1852,291,234
1853,292,234
1854,301,234
1855,235,235
1856,1,236
1857,4,236
1858,20,236
1859,21,236
1860,40,236
1861,50,236
1862,119,236
1863,125,236
1864,138,236
1865,143,236
1866,146,236
1867,158,236
1868,175,236
1869,176,236
1870,179,236
1871,226,236
1872,228,236
1873,234,236
1874,236,236
1875,280,236
1876,282,236
1877,291,236
1878,292,236
1879,301,236
1880,7,237
1881,73,237
1882,146,237
1883,237,237
1884,288,237
1885,82,238
1886,238,238
1887,44,239
1888,60,239
1889,137,239
1890,231,239
1891,234,239
1892,239,239
1893,240,240
1894,241,241
1895,124,242
1896,242,242
1897,264,242
1898,243,243
1899,244,244
1900,10,245
1901,12,245
1902,13,245
1903,23,245
1904,33,245
1905,43,245
1906,48,245
1907,72,245
1908,78,245
1909,115,245
1910,144,245
1911,149,245
1912,150,245
1913,188,245
1914,193,245
1915,203,245
1916,209,245
1917,215,245
1918,222,245
1919,245,245
1920,246,245
1921,270,245
1922,275,245
1923,284,245
1924,287,245
1925,308,245
1926,316,245
1927,327,245
1928,331,245
1929,10,246
1930,12,246
1931,13,246
1932,23,246
1933,33,246
1934,43,246
1935,48,246
1936,72,246
1937,78,246
1938,115,246
1939,144,246
1940,149,246
1941,150,246
1942,188,246
1943,193,246
1944,203,246
1945,209,246
1946,215,246
1947,222,246
1948,245,246
1949,246,246
1950,270,246
1951,275,246
1952,284,246
1953,287,246
1954,308,246
1955,316,246
1956,327,246
1957,331,246
1958,247,247
1959,8,248
1960,220,248
1961,248,248
1962,277,248
1963,249,249
1964,250,250
1965,251,251
1966,252,252
1967,253,253
1968,41,254
1969,51,254
1970,67,254
1971,91,254
1972,100,254
1973,120,254
1974,183,254
1975,218,254
1976,228,254
1977,254,254
1978,266,254
1979,290,254
1980,303,254
1981,255,255
1982,282,255
1983,256,256
1984,257,257
1985,31,258
1986,35,258
1987,36,258
1988,37,258
1989,58,258
1990,89,258
1991,90,258
1992,168,258
1993,200,258
1994,201,258
1995,202,258
1996,258,258
1997,259,258
1998,304,258
1999,323,258
2000,31,259
2001,35,259
2002,36,259
2003,37,259
2004,58,259
2005,89,259
2006,90,259
2007,168,259
2008,200,259
2009,201,259
2010,202,259
2011,258,259
2012,259,259
2013,304,259
2014,323,259
2015,231,260
2016,260,260
2017,288,260
2018,296,260
2019,261,261
2020,126,262
2021,262,262
2022,270,262
2023,263,263
2024,48,264
2025,49,264
2026,124,264
2027,242,264
2028,264,264
2029,265,265
2030,51,266
2031,67,266
2032,91,266
2033,120,266
2034,218,266
2035,228,266
2036,254,266
2037,266,266
2038,290,266
2039,303,266
2040,267,267
2041,268,268
2042,288,268
2043,269,269
2044,10,270
2045,12,270
2046,13,270
2047,23,270
2048,33,270
2049,43,270
2050,48,270
2051,72,270
2052,78,270
2053,115,270
2054,126,270
2055,144,270
2056,149,270
2057,150,270
2058,188,270
2059,193,270
2060,203,270
2061,209,270
2062,215,270
2063,222,270
2064,245,270
2065,246,270
2066,262,270
2067,270,270
2068,275,270
2069,277,270
2070,284,270
2071,287,270
2072,308,270
2073,316,270
2074,327,270
2075,331,270
2076,271,271
2077,272,272
2078,273,273
2079,177,274
2080,274,274
2081,305,274
2082,309,274
2083,329,274
2084,10,275
2085,12,275
2086,13,275
2087,23,275
2088,33,275
2089,43,275
2090,48,275
2091,72,275
2092,78,275
2093,115,275
2094,144,275
2095,149,275
2096,150,275
2097,188,275
2098,193,275
2099,203,275
2100,209,275
2101,215,275
2102,222,275
2103,245,275
2104,246,275
2105,270,275
2106,275,275
2107,284,275
2108,287,275
2109,308,275
2110,316,275
2111,327,275
2112,331,275
2113,210,276
2114,276,276
2115,329,276
2116,8,277
2117,220,277
2118,248,277
2119,270,277
2120,277,277
2121,290,277
2122,278,278
2123,279,279
2124,289,279
2125,1,280
2126,4,280
2127,20,280
2128,21,280
2129,40,280
2130,105,280
2131,119,280
2132,125,280
2133,134,280
2134,138,280
2135,143,280
2136,146,280
2137,158,280
2138,163,280
